,,,,,,,,,,,,,,,TL,non-TL,TL,non-TL,TL,non-TL,TL,non-TL,TL,non-TL,TL,non-TL,TL,non-TL,TL,non-TL,TL,non-TL,TL,non-TL,TL,non-TL,TL,non-TL
,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.05,0.01,,,100%,100%,90%,90%,80%,80%,70%,70%,60%,60%,50%,50%,40%,40%,30%,30%,20%,20%,10%,10%,5%,5%,1%,1%
"CFG,CWE,22_127","(0.4999999970197678, 0.4423076942563057)","(0.5012820541858674, 0.4916666716337204)","(0.5012820497155189, 0.55)","(0.4974359035491943, 0.4865384563803673)","(0.49935897886753083, 0.5423076957464218)","(0.4993589758872986, 0.5230769246816636)","(0.49871795177459716, 0.41089743822813035)","(0.49807692468166354, 0.47371795773506165)","(0.5006410300731658, 0.5647435873746872)","(0.502564100921154, 0.5487179517745971)","(0.5012820482254028, 0.5230769217014313)","(0.4999999970197678, 0.46666666865348816)",,,0.500 ,0.442 ,0.501 ,0.492 ,0.501 ,#VALUE!,0.497 ,0.487 ,0.499 ,0.542 ,0.499 ,0.523 ,0.499 ,0.411 ,0.498 ,0.474 ,0.501 ,0.565 ,0.503 ,0.549 ,0.501 ,0.523 ,0.500 ,0.467 
"CFG,CWE,22_134","(0.4966666743159294, 0.5400000035762786)","(0.5100000098347663, 0.47000000476837156)","(0.5033333450555801, 0.5866666689515114)","(0.4933333367109299, 0.48000000715255736)","(0.4966666758060455, 0.4233333423733711)","(0.5033333420753479, 0.6233333438634873)","(0.4966666758060455, 0.4833333417773247)","(0.4966666743159294, 0.6066666737198829)","(0.5, 0.40000000447034834)","(0.5066666781902314, 0.5700000017881394)","(0.5066666722297668, 0.5000000044703483)","(0.500000013411045, 0.3900000095367432)",,,0.497 ,0.540 ,0.510 ,0.470 ,0.503 ,0.587 ,0.493 ,0.480 ,0.497 ,0.423 ,0.503 ,0.623 ,0.497 ,0.483 ,0.497 ,0.607 ,0.500 ,0.400 ,0.507 ,0.570 ,0.507 ,0.500 ,0.500 ,0.390 
"CFG,CWE,22_190","(0.5050000056624413, 0.46500000804662706)","(0.5050000086426735, 0.38000000417232516)","(0.5100000128149986, 0.49000001400709153)","(0.5000000044703483, 0.5050000101327896)","(0.49000000953674316, 0.600000011920929)","(0.5100000113248825, 0.5100000098347663)","(0.5050000056624413, 0.5500000089406967)","(0.4850000098347664, 0.5400000080466271)","(0.5150000095367432, 0.6100000068545341)","(0.5050000116229058, 0.4550000116229057)","(0.4950000062584877, 0.5950000137090683)","(0.5050000086426735, 0.4950000077486038)",,,0.505 ,0.465 ,0.505 ,0.380 ,0.510 ,0.490 ,0.500 ,0.505 ,0.490 ,0.600 ,0.510 ,0.510 ,0.505 ,0.550 ,0.485 ,0.540 ,0.515 ,0.610 ,0.505 ,0.455 ,0.495 ,0.595 ,0.505 ,0.495 
"CFG,CWE,22_680","(0.4986111134290695, 0.4527777791023254)","(0.5000000029802323, 0.522222226858139)","(0.5027777791023255, 0.5347222268581391)","(0.5000000029802323, 0.5986111164093018)","(0.49722222685813905, 0.42638889104127886)","(0.5013888895511627, 0.42777777910232545)","(0.4986111164093018, 0.5736111164093017)","(0.4986111164093018, 0.5111111164093017)","(0.4958333343267441, 0.48888889253139495)","(0.501388892531395, 0.5263888895511627)","(0.5027777791023255, 0.5250000029802322)","(0.501388892531395, 0.4875000029802322)",,,0.499 ,0.453 ,0.500 ,0.522 ,0.503 ,0.535 ,0.500 ,0.599 ,0.497 ,0.426 ,0.501 ,0.428 ,0.499 ,0.574 ,0.499 ,0.511 ,0.496 ,0.489 ,0.501 ,0.526 ,0.503 ,0.525 ,0.501 ,0.488 
"CFG,CWE,22_758","(0.5004761993885041, 0.5314285844564438)","(0.49952382147312163, 0.5066666781902314)","(0.49714287370443344, 0.5266666769981384)","(0.501904770731926, 0.5000000119209289)","(0.5004761993885041, 0.47142857909202573)","(0.5009523898363113, 0.4528571546077728)","(0.49904763102531435, 0.486666676402092)","(0.5004762053489685, 0.46476191133260725)","(0.5004761993885041, 0.5319047719240189)","(0.4985714465379715, 0.4709523916244507)","(0.49904763102531435, 0.4652381047606468)","(0.49952382445335386, 0.45809524804353713)",,,0.500 ,0.531 ,0.500 ,0.507 ,0.497 ,0.527 ,0.502 ,0.500 ,0.500 ,0.471 ,0.501 ,0.453 ,0.499 ,0.487 ,0.500 ,0.465 ,0.500 ,0.532 ,0.499 ,0.471 ,0.499 ,0.465 ,0.500 ,0.458 
"CFG,CWE,22_761","(0.5, 0.5431818246841431)","(0.49924243092536924, 0.4818181812763214)","(0.5000000059604645, 0.4462121307849884)","(0.4977272778749466, 0.5719697028398514)","(0.5000000119209289, 0.5348484933376312)","(0.5, 0.5090909153223038)","(0.5030303120613098, 0.5878788024187088)","(0.5015151590108872, 0.4833333432674408)","(0.5000000059604645, 0.5174242496490479)","(0.5015151560306549, 0.5000000059604645)","(0.5022727370262146, 0.5348484873771667)","(0.4977272778749466, 0.4651515245437622)",,,0.500 ,0.543 ,0.499 ,0.482 ,0.500 ,0.446 ,0.498 ,0.572 ,0.500 ,0.535 ,0.500 ,0.509 ,0.503 ,0.588 ,0.502 ,0.483 ,0.500 ,0.517 ,0.502 ,0.500 ,0.502 ,0.535 ,0.498 ,0.465 
"CFG,CWE,22_78","(0.5000273734331131, 0.5349931687116622)","(0.4998632103204727, 0.5037483010441065)","(0.5000820875167846, 0.524404938519001)","(0.5000273704528808, 0.4503420054912567)","(0.49994529187679293, 0.5186730623245239)","(0.5000547260046005, 0.4188919372856617)","(0.5000136941671371, 0.48763339072465894)","(0.4998768925666809, 0.40088920332491396)","(0.5000273704528808, 0.5177565097808838)","(0.5000000178813935, 0.5001504868268967)","(0.499917933344841, 0.4509028777480125)","(0.4999042570590973, 0.4449658110737801)",,,0.500 ,0.535 ,0.500 ,0.504 ,0.500 ,0.524 ,0.500 ,0.450 ,0.500 ,0.519 ,0.500 ,0.419 ,0.500 ,0.488 ,0.500 ,0.401 ,0.500 ,0.518 ,0.500 ,0.500 ,0.500 ,0.451 ,0.500 ,0.445 
"CFG,CWE,22_789","(0.5000000163912773, 0.47692309468984606)","(0.5000000119209289, 0.49230771213769914)","(0.500000013411045, 0.5615384846925735)","(0.5000000149011612, 0.5153846308588982)","(0.5000000149011612, 0.5307692438364029)","(0.500000013411045, 0.44615385830402376)","(0.500000013411045, 0.5000000089406967)","(0.5000000149011612, 0.4307692386209965)","(0.5000000149011612, 0.5307692438364029)","(0.5000000163912773, 0.5076923221349716)","(0.5000000119209289, 0.5000000178813935)","(0.5000000149011612, 0.5230769395828248)",,,0.500 ,0.477 ,0.500 ,0.492 ,0.500 ,0.562 ,0.500 ,0.515 ,0.500 ,0.531 ,0.500 ,0.446 ,0.500 ,0.500 ,0.500 ,0.431 ,0.500 ,0.531 ,0.500 ,0.508 ,0.500 ,0.500 ,0.500 ,0.523 
"CFG,CWE,22_NEW_121","(0.7692307651042938, 0.4807692416012287)","(0.7653846204280853, 0.46538462191820146)","(0.7730769217014313, 0.5269230842590332)","(0.7692307651042938, 0.4923077017068863)","(0.7653846144676208, 0.4269230805337429)","(0.7653846144676208, 0.4307692363858223)","(0.7692307651042938, 0.38846154101192953)","(0.7692307710647583, 0.4538461595773697)","(0.7769230663776397, 0.4846153948456049)","(0.7692307710647583, 0.5000000089406967)","(0.7730769217014313, 0.5115384608507156)","(0.7692307591438293, 0.4269230835139751)",,,0.769 ,0.481 ,0.765 ,0.465 ,0.773 ,0.527 ,0.769 ,0.492 ,0.765 ,0.427 ,0.765 ,0.431 ,0.769 ,0.388 ,0.769 ,0.454 ,0.777 ,0.485 ,0.769 ,0.500 ,0.773 ,0.512 ,0.769 ,0.427 
"CFG,CWE,22_NEW_122","(0.8064814865589142, 0.5212962925434113)","(0.7981481611728668, 0.46203702986240386)","(0.797222226858139, 0.5314814865589141)","(0.8009259283542634, 0.5370370358228683)","(0.8009259283542634, 0.5259259313344955)","(0.8037036955356598, 0.5370370268821716)","(0.8027777791023254, 0.44444444477558137)","(0.8018518567085267, 0.4777777805924416)","(0.8037037014961242, 0.4925925925374031)","(0.8037037134170533, 0.4555555537343025)","(0.8092592597007752, 0.5620370447635651)","(0.8055555522441864, 0.5499999940395355)",,,0.806 ,0.521 ,0.798 ,0.462 ,0.797 ,0.531 ,0.801 ,0.537 ,0.801 ,0.526 ,0.804 ,0.537 ,0.803 ,0.444 ,0.802 ,0.478 ,0.804 ,0.493 ,0.804 ,0.456 ,0.809 ,0.562 ,0.806 ,0.550 
"CFG,CWE,22_NEW_124","(0.8271241843700409, 0.40359477885067463)","(0.8284313797950744, 0.5578431501984596)","(0.8277777850627899, 0.5614379167556762)","(0.8271241843700409, 0.48562092557549474)","(0.8277777850627899, 0.5745098143815994)","(0.8287581741809845, 0.523529426753521)","(0.8261437952518463, 0.5003268048167229)","(0.8264705955982208, 0.5104575261473656)","(0.8258169949054718, 0.5346405327320098)","(0.8284313797950744, 0.5137255027890205)","(0.8281045794487, 0.4450980469584465)","(0.8277777850627899, 0.45098040290176866)",,,0.827 ,0.404 ,0.828 ,0.558 ,0.828 ,0.561 ,0.827 ,0.486 ,0.828 ,0.575 ,0.829 ,0.524 ,0.826 ,0.500 ,0.826 ,0.510 ,0.826 ,0.535 ,0.828 ,0.514 ,0.828 ,0.445 ,0.828 ,0.451 
"CFG,CWE,22_NEW_126","(0.8266666650772094, 0.5144444555044174)","(0.823333328962326, 0.4166666746139526)","(0.8211111068725586, 0.4288889020681381)","(0.824444442987442, 0.3688889019191265)","(0.824444442987442, 0.5722222223877906)","(0.8233333349227905, 0.42111111581325533)","(0.8222222208976746, 0.5311111196875572)","(0.8233333349227905, 0.5033333443105221)","(0.8200000047683715, 0.6233333438634873)","(0.823333328962326, 0.5900000095367431)","(0.824444442987442, 0.5111111126840114)","(0.823333328962326, 0.5911111146211624)",,,0.827 ,0.514 ,0.823 ,0.417 ,0.821 ,0.429 ,0.824 ,0.369 ,0.824 ,0.572 ,0.823 ,0.421 ,0.822 ,0.531 ,0.823 ,0.503 ,0.820 ,0.623 ,0.823 ,0.590 ,0.824 ,0.511 ,0.823 ,0.591 
"CFG,CWE,22_NEW_127","(0.4826923094689846, 0.4750000059604645)","(0.46794872134923937, 0.637179484963417)","(0.4807692334055901, 0.42948717474937437)","(0.5025640964508057, 0.3506410241127014)","(0.4756410300731659, 0.5262820556759834)","(0.48974359035491943, 0.6064102545380592)","(0.4756410241127014, 0.330769232660532)","(0.4820512875914574, 0.6307692378759384)","(0.46858974546194077, 0.6134615436196327)","(0.475, 0.5916666656732559)","(0.4897435873746872, 0.45320513248443606)","(0.4923076868057251, 0.38653846085071564)",,,0.483 ,0.475 ,0.468 ,0.637 ,0.481 ,0.429 ,0.503 ,0.351 ,0.476 ,0.526 ,0.490 ,0.606 ,0.476 ,0.331 ,0.482 ,0.631 ,0.469 ,0.613 ,0.475 ,0.592 ,0.490 ,0.453 ,0.492 ,0.387 
"CFG,CWE,22_NEW_134","(0.7400000035762787, 0.5400000035762786)","(0.7533333420753479, 0.47000000476837156)","(0.7566666692495346, 0.5866666689515114)","(0.7533333420753479, 0.48000000715255736)","(0.7500000059604645, 0.4233333423733711)","(0.7500000029802323, 0.6233333438634873)","(0.7500000029802323, 0.4833333417773247)","(0.7500000059604645, 0.6066666737198829)","(0.7433333367109298, 0.40000000447034834)","(0.746666669845581, 0.5700000017881394)","(0.7533333390951157, 0.5000000044703483)","(0.7500000059604645, 0.3900000095367432)",,,0.740 ,0.540 ,0.753 ,0.470 ,0.757 ,0.587 ,0.753 ,0.480 ,0.750 ,0.423 ,0.750 ,0.623 ,0.750 ,0.483 ,0.750 ,0.607 ,0.743 ,0.400 ,0.747 ,0.570 ,0.753 ,0.500 ,0.750 ,0.390 
"CFG,CWE,22_NEW_190","(0.7550000056624413, 0.5250000089406968)","(0.745000010728836, 0.4600000068545341)","(0.7500000119209289, 0.3250000044703484)","(0.7500000119209289, 0.47000000774860384)","(0.7500000119209289, 0.6300000086426735)","(0.7500000089406967, 0.7100000083446503)","(0.7600000143051148, 0.38000000566244124)","(0.7450000062584877, 0.6850000083446502)","(0.745000010728836, 0.3950000062584877)","(0.7450000077486039, 0.48500000685453415)","(0.7500000074505806, 0.47000001072883607)","(0.7450000062584877, 0.435000005364418)",,,0.755 ,0.525 ,0.745 ,0.460 ,0.750 ,0.325 ,0.750 ,0.470 ,0.750 ,0.630 ,0.750 ,0.710 ,0.760 ,0.380 ,0.745 ,0.685 ,0.745 ,0.395 ,0.745 ,0.485 ,0.750 ,0.470 ,0.745 ,0.435 
"CFG,CWE,22_NEW_680","(0.7819444477558136, 0.49166666716337204)","(0.7805555582046508, 0.547222226858139)","(0.7805555582046508, 0.5736111119389534)","(0.7833333373069763, 0.4527777791023254)","(0.7791666686534882, 0.6097222238779068)","(0.7791666686534882, 0.44583333730697633)","(0.7833333373069763, 0.409722226858139)","(0.7777777791023255, 0.47916666865348817)","(0.7777777791023255, 0.37916666716337205)","(0.7791666686534882, 0.48888889253139495)","(0.7763888895511627, 0.547222226858139)","(0.7833333373069763, 0.4861111119389534)",,,0.782 ,0.492 ,0.781 ,0.547 ,0.781 ,0.574 ,0.783 ,0.453 ,0.779 ,0.610 ,0.779 ,0.446 ,0.783 ,0.410 ,0.778 ,0.479 ,0.778 ,0.379 ,0.779 ,0.489 ,0.776 ,0.547 ,0.783 ,0.486 
"CFG,CWE,22_NEW_758","(0.8080952405929566, 0.43380953222513197)","(0.8080952405929566, 0.5538095355033874)","(0.8142857134342194, 0.35190477073192594)","(0.8076190531253815, 0.5404762029647827)","(0.808095246553421, 0.5752381056547164)","(0.8090476274490357, 0.5080952525138855)","(0.8066666722297668, 0.4328571528196335)","(0.8171428620815278, 0.5009523957967759)","(0.8100000023841858, 0.5600000083446502)","(0.8090476214885711, 0.539047634601593)","(0.8142857193946839, 0.5547619134187698)","(0.808095246553421, 0.4928571552038193)",,,0.808 ,0.434 ,0.808 ,0.554 ,0.814 ,0.352 ,0.808 ,0.540 ,0.808 ,0.575 ,0.809 ,0.508 ,0.807 ,0.433 ,0.817 ,0.501 ,0.810 ,0.560 ,0.809 ,0.539 ,0.814 ,0.555 ,0.808 ,0.493 
"CFG,CWE,22_NEW_761","(0.8204545557498932, 0.6037878781557083)","(0.8219697117805481, 0.5037878923118114)","(0.8189393997192382, 0.4712121307849884)","(0.8212121307849884, 0.4250000067055225)","(0.8212121218442917, 0.6212121292948722)","(0.8242424368858338, 0.5522727340459823)","(0.8227272897958755, 0.38257576525211334)","(0.8189393937587738, 0.48939394652843476)","(0.8234848499298095, 0.6166666716337204)","(0.8227272748947143, 0.45833334177732465)","(0.8204545497894287, 0.5371212214231491)","(0.8212121367454529, 0.46212121844291687)",,,0.820 ,0.604 ,0.822 ,0.504 ,0.819 ,0.471 ,0.821 ,0.425 ,0.821 ,0.621 ,0.824 ,0.552 ,0.823 ,0.383 ,0.819 ,0.489 ,0.823 ,0.617 ,0.823 ,0.458 ,0.820 ,0.537 ,0.821 ,0.462 
"CFG,CWE,22_NEW_78","(0.8111491203308105, 0.5349931687116622)","(0.802859103679657, 0.5037483010441065)","(0.8027496695518493, 0.524404938519001)","(0.8051983654499054, 0.4503420054912567)","(0.8040629386901855, 0.5186730623245239)","(0.8063474833965302, 0.4188919372856617)","(0.807469230890274, 0.48763339072465894)","(0.8063748419284821, 0.40088920332491396)","(0.8098632097244263, 0.5177565097808838)","(0.8099452912807464, 0.5001504868268967)","(0.8075239479541778, 0.4509028777480125)","(0.8099316120147705, 0.4449658110737801)",,,0.811 ,0.535 ,0.803 ,0.504 ,0.803 ,0.524 ,0.805 ,0.450 ,0.804 ,0.519 ,0.806 ,0.419 ,0.807 ,0.488 ,0.806 ,0.401 ,0.810 ,0.518 ,0.810 ,0.500 ,0.808 ,0.451 ,0.810 ,0.445 
"CFG,CWE,22_NEW_789","(0.7538461685180664, 0.41538462191820147)","(0.7538461685180664, 0.4384615533053875)","(0.7538461685180664, 0.4846153914928436)","(0.7538461685180664, 0.5230769351124763)","(0.7538461655378341, 0.4615384705364704)","(0.7538461685180664, 0.4461538538336754)","(0.7538461685180664, 0.4923077017068863)","(0.7538461685180664, 0.5692307814955712)","(0.7538461685180664, 0.4846153996884823)","(0.7538461685180664, 0.40769231915473936)","(0.7538461685180664, 0.5461538583040237)","(0.7538461685180664, 0.4769230902194977)",,,0.754 ,0.415 ,0.754 ,0.438 ,0.754 ,0.485 ,0.754 ,0.523 ,0.754 ,0.462 ,0.754 ,0.446 ,0.754 ,0.492 ,0.754 ,0.569 ,0.754 ,0.485 ,0.754 ,0.408 ,0.754 ,0.546 ,0.754 ,0.477 
"CFG,CWE,24_127","(0.0, 0.0)","(0.5006410226225853, 0.5057692311704158)","(0.5006410256028175, 0.5314102590084075)","(0.5032051265239715, 0.5083333402872086)","(0.4999999970197678, 0.4352564141154289)","(0.5006410270929337, 0.5243589758872986)","(0.4987179547548294, 0.5474359035491944)","(0.5000000029802323, 0.4910256385803223)","(0.5000000014901161, 0.5147435903549195)","(0.49935898184776306, 0.4487179532647133)","(0.5000000059604645, 0.5506410241127014)","(0.4993589758872986, 0.5070512861013412)",,,0.000 ,0.000 ,0.501 ,0.506 ,0.501 ,0.531 ,0.503 ,0.508 ,0.500 ,0.435 ,0.501 ,0.524 ,0.499 ,0.547 ,0.500 ,0.491 ,0.500 ,0.515 ,0.499 ,0.449 ,0.500 ,0.551 ,0.499 ,0.507 
"CFG,CWE,24_190","(0.0, 0.0)","(0.5050000086426735, 0.42000000923871994)","(0.5050000071525573, 0.41500000953674315)","(0.5050000071525573, 0.5300000086426735)","(0.5050000101327896, 0.5750000134110451)","(0.49000001400709153, 0.6350000143051148)","(0.5050000071525573, 0.41000000983476637)","(0.5000000089406967, 0.46500000953674314)","(0.5050000086426735, 0.4650000125169754)","(0.5050000101327896, 0.5100000068545342)","(0.5000000074505806, 0.5400000095367432)","(0.5050000086426735, 0.4550000071525574)",,,0.000 ,0.000 ,0.505 ,0.420 ,0.505 ,0.415 ,0.505 ,0.530 ,0.505 ,0.575 ,0.490 ,0.635 ,0.505 ,0.410 ,0.500 ,0.465 ,0.505 ,0.465 ,0.505 ,0.510 ,0.500 ,0.540 ,0.505 ,0.455 
"CFG,CWE,25_121","(0.5307692438364029, 0.4923076957464218)","(0.523076930642128, 0.4615384668111801)","(0.44615385234355925, 0.5230769276618957)","(0.5076923191547393, 0.4769230842590332)","(0.5153846204280853, 0.484615395963192)","(0.5384615510702133, 0.5384615421295166)","(0.5076923102140427, 0.5307692408561706)","(0.523076930642128, 0.5269230902194977)","(0.5230769276618957, 0.4846153885126114)","(0.5153846204280853, 0.4846153885126114)","(0.49230769872665403, 0.5538461655378342)","(0.5153846204280853, 0.5192307740449905)",,,0.531 ,0.492 ,0.523 ,0.462 ,0.446 ,0.523 ,0.508 ,0.477 ,0.515 ,0.485 ,0.538 ,0.538 ,0.508 ,0.531 ,0.523 ,0.527 ,0.523 ,0.485 ,0.515 ,0.485 ,0.492 ,0.554 ,0.515 ,0.519 
"CFG,CWE,25_122","(0.5055555641651154, 0.48703703880310056)","(0.5148148208856582, 0.492592591047287)","(0.5018518537282943, 0.5092592597007751)","(0.5018518507480622, 0.5129629641771316)","(0.5018518596887589, 0.5203703790903091)","(0.5000000029802323, 0.5148148238658905)","(0.5240740776062012, 0.4685185194015503)","(0.5037037074565888, 0.5203703701496124)","(0.5000000029802323, 0.49074074625968933)","(0.5166666626930236, 0.5055555582046509)","(0.5018518447875977, 0.5018518537282943)","(0.49629629850387574, 0.5074074119329453)",,,0.506 ,0.487 ,0.515 ,0.493 ,0.502 ,0.509 ,0.502 ,0.513 ,0.502 ,0.520 ,0.500 ,0.515 ,0.524 ,0.469 ,0.504 ,0.520 ,0.500 ,0.491 ,0.517 ,0.506 ,0.502 ,0.502 ,0.496 ,0.507 
"CFG,CWE,25_124","(0.4980392217636108, 0.493137264251709)","(0.4627451002597809, 0.4774509906768799)","(0.4826797544956207, 0.4941176578402519)","(0.4245098128914833, 0.5343137383460999)","(0.44934641420841215, 0.4712418347597122)","(0.48169935047626494, 0.4990196168422699)","(0.5104575246572495, 0.5362745225429535)","(0.5754902124404907, 0.5267973989248276)","(0.5107843250036239, 0.4944444537162781)","(0.5411764860153199, 0.5267973899841308)","(0.46601308435201644, 0.4888889014720917)","(0.522222226858139, 0.5101307362318039)",,,0.498 ,0.493 ,0.463 ,0.477 ,0.483 ,0.494 ,0.425 ,0.534 ,0.449 ,0.471 ,0.482 ,0.499 ,0.510 ,0.536 ,0.575 ,0.527 ,0.511 ,0.494 ,0.541 ,0.527 ,0.466 ,0.489 ,0.522 ,0.510 
"CFG,CWE,25_126","(0.4733333453536034, 0.5400000125169754)","(0.3833333425223827, 0.5044444531202317)","(0.5077777892351151, 0.4311111196875572)","(0.5711111217737198, 0.4588889002799988)","(0.4066666752099991, 0.47555556446313857)","(0.47888889759778974, 0.4233333386480808)","(0.4811111241579056, 0.5055555656552315)","(0.47888889610767366, 0.4111111156642437)","(0.4788888990879059, 0.49888889491558075)","(0.5211111158132553, 0.5611111178994179)","(0.5588889002799988, 0.5522222369909286)","(0.428888900578022, 0.5111111223697662)",,,0.473 ,0.540 ,0.383 ,0.504 ,0.508 ,0.431 ,0.571 ,0.459 ,0.407 ,0.476 ,0.479 ,0.423 ,0.481 ,0.506 ,0.479 ,0.411 ,0.479 ,0.499 ,0.521 ,0.561 ,0.559 ,0.552 ,0.429 ,0.511 
"CFG,CWE,25_127","(0.45833333730697634, 0.5397435814142227)","(0.5019230723381043, 0.5057692311704158)","(0.5570512890815735, 0.5314102590084075)","(0.5576923131942749, 0.5083333402872086)","(0.4589743599295616, 0.4352564141154289)","(0.5166666686534882, 0.5243589758872986)","(0.4499999970197678, 0.5474359035491944)","(0.5006410241127014, 0.4910256385803223)","(0.4442307710647583, 0.5147435903549195)","(0.41858974397182463, 0.4487179532647133)","(0.4846153825521469, 0.5506410241127014)","(0.5333333283662796, 0.5070512861013412)",,,0.458 ,0.540 ,0.502 ,0.506 ,0.557 ,0.531 ,0.558 ,0.508 ,0.459 ,0.435 ,0.517 ,0.524 ,0.450 ,0.547 ,0.501 ,0.491 ,0.444 ,0.515 ,0.419 ,0.449 ,0.485 ,0.551 ,0.533 ,0.507 
"CFG,CWE,25_134","(0.4933333471417427, 0.4800000086426735)","(0.5333333432674408, 0.41000000685453414)","(0.49000000953674316, 0.5833333373069763)","(0.39333334267139436, 0.5033333390951157)","(0.4433333396911621, 0.5533333420753479)","(0.38666667342185973, 0.48000000715255736)","(0.47666667550802233, 0.5366666734218597)","(0.39000000804662704, 0.4566666752099991)","(0.3600000083446503, 0.5766666769981384)","(0.5533333420753479, 0.3933333411812782)","(0.49333334118127825, 0.5200000137090683)","(0.5100000008940697, 0.590000006556511)",,,0.493 ,0.480 ,0.533 ,0.410 ,0.490 ,0.583 ,0.393 ,0.503 ,0.443 ,0.553 ,0.387 ,0.480 ,0.477 ,0.537 ,0.390 ,0.457 ,0.360 ,0.577 ,0.553 ,0.393 ,0.493 ,0.520 ,0.510 ,0.590 
"CFG,CWE,25_190","(0.5400000154972077, 0.5600000128149987)","(0.6250000149011612, 0.42000000923871994)","(0.4850000098347664, 0.41500000953674315)","(0.5300000086426735, 0.5300000086426735)","(0.5450000092387199, 0.5750000134110451)","(0.5600000083446502, 0.6350000143051148)","(0.4550000086426735, 0.41000000983476637)","(0.46500000953674314, 0.46500000953674314)","(0.4450000062584877, 0.4650000125169754)","(0.6500000134110451, 0.5100000068545342)","(0.5800000101327896, 0.5400000095367432)","(0.5400000050663948, 0.4550000071525574)",,,0.540 ,0.560 ,0.625 ,0.420 ,0.485 ,0.415 ,0.530 ,0.530 ,0.545 ,0.575 ,0.560 ,0.635 ,0.455 ,0.410 ,0.465 ,0.465 ,0.445 ,0.465 ,0.650 ,0.510 ,0.580 ,0.540 ,0.540 ,0.455 
"CFG,CWE,25_680","(0.504166667163372, 0.4361111164093018)","(0.4638888895511627, 0.48611111342906954)","(0.5861111119389534, 0.4972222238779068)","(0.5500000029802322, 0.4361111164093018)","(0.5027777791023255, 0.45555555671453474)","(0.5763888925313949, 0.41388889253139494)","(0.522222226858139, 0.5708333343267441)","(0.5069444477558136, 0.4833333373069763)","(0.5027777791023255, 0.5347222268581391)","(0.3972222238779068, 0.47916666939854624)","(0.5750000029802322, 0.5458333373069764)","(0.5222222238779068, 0.5000000029802323)",,,0.504 ,0.436 ,0.464 ,0.486 ,0.586 ,0.497 ,0.550 ,0.436 ,0.503 ,0.456 ,0.576 ,0.414 ,0.522 ,0.571 ,0.507 ,0.483 ,0.503 ,0.535 ,0.397 ,0.479 ,0.575 ,0.546 ,0.522 ,0.500 
"CFG,CWE,25_758","(0.517619064450264, 0.48571429401636124)","(0.5347619175910949, 0.5490476280450821)","(0.4014285862445831, 0.49952381998300555)","(0.45761905908584594, 0.4228571534156799)","(0.5066666781902314, 0.5190476268529892)","(0.4776190608739853, 0.4990476340055466)","(0.5957142949104309, 0.4447619140148163)","(0.5014285862445831, 0.4719047725200653)","(0.5704762011766433, 0.41714286506175996)","(0.5271428734064102, 0.42952382266521455)","(0.5242857307195663, 0.4847619146108627)","(0.4719047755002975, 0.48000000715255736)",,,0.518 ,0.486 ,0.535 ,0.549 ,0.401 ,0.500 ,0.458 ,0.423 ,0.507 ,0.519 ,0.478 ,0.499 ,0.596 ,0.445 ,0.501 ,0.472 ,0.570 ,0.417 ,0.527 ,0.430 ,0.524 ,0.485 ,0.472 ,0.480 
"CFG,CWE,25_761","(0.48863637149333955, 0.5068181872367858)","(0.44015152752399445, 0.4825757622718811)","(0.5446969747543335, 0.5181818157434464)","(0.5636363744735717, 0.42575758695602417)","(0.5068181931972504, 0.43787879347801206)","(0.47348485589027406, 0.5356060683727264)","(0.5340909153223038, 0.5265151560306549)","(0.5621212184429168, 0.5098484963178634)","(0.5015151560306549, 0.5121212229132652)","(0.42651515305042265, 0.47651515528559685)","(0.4492424301803112, 0.5106060653924942)","(0.4113636463880539, 0.489393949508667)",,,0.489 ,0.507 ,0.440 ,0.483 ,0.545 ,0.518 ,0.564 ,0.426 ,0.507 ,0.438 ,0.473 ,0.536 ,0.534 ,0.527 ,0.562 ,0.510 ,0.502 ,0.512 ,0.427 ,0.477 ,0.449 ,0.511 ,0.411 ,0.489 
"CFG,CWE,25_78","(0.4989329844713211, 0.41538462191820147)","(0.5045554161071777, 0.44615385830402376)","(0.46459644809365275, 0.5153846308588982)","(0.5033652633428574, 0.4692307785153389)","(0.4929411828517914, 0.561538478732109)","(0.5105061709880829, 0.43846154808998106)","(0.48378934562206266, 0.6000000149011612)","(0.5034883856773377, 0.515384629368782)","(0.4998905748128891, 0.5000000149011612)","(0.5129685521125793, 0.5769230961799622)","(0.49300958812236784, 0.5461538583040237)","(0.4871272355318069, 0.5076923206448555)",,,0.499 ,0.415 ,0.505 ,0.446 ,0.465 ,0.515 ,0.503 ,0.469 ,0.493 ,0.562 ,0.511 ,0.438 ,0.484 ,0.600 ,0.503 ,0.515 ,0.500 ,0.500 ,0.513 ,0.577 ,0.493 ,0.546 ,0.487 ,0.508 
